KOD_FASILITI,NAMA,ALAMAT,POSKOD,NEGERI,DAERAH,STATUS,SEKTOR,KATEGORI_FASILITI,JENIS_FASILITI
13-14010023,PUSAT DARAH NEGARA,"JALAN TUN RAZAK, TITIWANGSA",50400,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,BUKA,AWAM,LAIN-LAIN,PUSAT DARAH
12-14010030,HOSPITAL CANSELOR TUANKU MUHRIZ UKM,"JALAN YAACOB LATIF KUALA LUMPUR, BANDAR TUN RAZAK",56000,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,BUKA,AWAM,HOSPITAL,HOSPITAL PENGAJAR
12-14010031,PUSAT PERUBATAN UNIVERSITI MALAYA,"JALAN PROFESOR DIRAJA UNGKU AZIZ, LEMBAH PANTAI",59100,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,BUKA,AWAM,HOSPITAL,HOSPITAL PENGAJAR
12-14011188,HOSPITAL PAKAR KANAK KANAK UKM,"JALAN YAACOB LATIF KUALA LUMPUR, BANDAR TUN RAZAK",56000,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,BUKA,AWAM,HOSPITAL,HOSPITAL PENGAJAR
12-14010055,HOSPITAL ANGKATAN TENTERA TUANKU MIZAN,"NO. 3, JALAN 4/27A, SEKSYEN 2 WANGSA MAJU",53300,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,BUKA,AWAM,HOSPITAL,HOSPITAL TENTERA
11-16010075,INSTITUT KANSER NEGARA,"NO. 4, JALAN P7, PRESINT 7",62250,WILAYAH PERSEKUTUAN PUTRAJAYA,PUTRAJAYA,BUKA,AWAM,HOSPITAL,INSTITUSI PERUBATAN KHAS
12-12070783,HOSPITAL PENGAJAR UNIVERSITI MALAYSIA SABAH,JALAN UMS,88400,SABAH,KOTA KINABALU,BUKA,AWAM,HOSPITAL,HOSPITAL PENGAJAR
21-09010004,KK BESERI,"KM 10,JALAN KAKI BUKIT, BESERI",02400,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-09010005,KK KAMPUNG GIAL,"JALAN GIAL, MATA AYER",02500,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-09010006,KK KANGAR,JALAN KOLAM,01000,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-09010007,KK KUALA PERLIS,"BATU.7, JALAN KUALA PERLIS",02000,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-09010008,KK PADANG BESAR,"KM 37, JALAN PADANG BESAR, PADANG BESAR(U)",02100,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-09010009,KK SIMPANG EMPAT,SIMPANG EMPAT,02700,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-09010046,KK KUALA SANGLANG,KUALA SANGLANG,02800,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-09010047,KK KAKI BUKIT,KAKI BUKIT,02200,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-09010091,KK UTC PERLIS,"NO.1, ARAS G, BLOK A, PUSAT TRANSFORMASI BANDAR, (UTC) PERLIS, MUKIM SENA",01000,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-09010093,KK PAUH,"KLINIK KESIHATAN PAUH, PEKAN PAUH",02600,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-09010049,KK JEJAWI,"LOT 8, JALAN JEJAWI SEMATANG, KAWASAN PERINDUSTRIAN JEJAWI, ARAU",02600,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-09010013,KD ABI,"NO.38, JALAN ABI BATAS PAIP",01000,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-09010014,KD BATU BERTANGKUP,"JALAN KILANG GULA, CHUPING",02500,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-09010015,KD BEHOR LATEH,"BEHOR LATEH, JALAN KUALA PERLIS",01000,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-09010017,KD BINTONG,"JALAN TEBING TINGGI, KAMPUNG WANG BESAR, BINTONG",01000,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-09010018,KK FELDA CHUPING,"KM 20, FELDA CHUPING, MATA AYER",02500,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-09010019,KD FELDA MATA AIR,"KM 27, JALAN PADANG BESAR, PADANG BESAR (U)",02100,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-09010020,KD GUAR NANGKA,"KM 3,JALAN GUAR NANGKA, MATA AYER",02500,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-09010021,KD GUAR SANJI,"KM 11, JALAN KANGAR KODIANG, ARAU",02600,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-09010023,KD KAMPUNG SURAU,"KAMPUNG SURAU, UTAN AJI",01000,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-09010024,KD KEPALA BATAS,"JALAN KUALA SANGLANG, KUALA SANGLANG",02800,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-09010025,KD LONG BOH,"LONG BOH, SIMPANG EMPAT",02700,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-09010026,KD FELCRA LUBUK SIREH,"KM 27, JALAN PADANG BESAR, KAKI BUKIT",02200,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-09010027,KD MATA AYER,"KM 3, JALAN MATA AYER, MATA AYER",02500,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-09010028,KD PADANG KERIA,"BATU. 1, KAMPUNG PADANG KERIA, KUALA SANGLANG",02800,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-09010029,KD PADANG MALAU,"KM 13, JALAN KAKI BUKIT, BESERI",02200,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-09010030,KD PADANG MELANGIT,"KM 9, JALAN ABI",02400,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-09010031,KD PADANG PAUH,"KM 6, JALAN KAKI BUKIT",01000,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-09010032,KD PADANG SIDING,"JALAN MASJID PADANG SIDING, MATA AYER",02500,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-09010033,KD PANGGAS,"JALAN TEPI SEKOLAH PANGGAS, CHUPING",02500,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-09010035,KD SANTAN,"KM 2, JALAN SANTAN",01000,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-09010036,KD SEBERANG RAMAI,"JALAN KAMPUNG SEBERANG RAMAI, KUALA PERLIS",02000,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-09010037,KD SERDANG,SIMPANG EMPAT,02700,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-09010038,KD SUNGAI BARU,"BATU. 11/2, JALAN SUNGAI BARU, SIMPANG EMPAT",02700,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-09010039,KD SUNGAI PADANG,"JALAN SUNGAI PADANG, SIMPANG EMPAT",02700,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-09010040,KD TAMBUN TULANG,"JALAN TAMBUN TULANG, ARAU",02600,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-09010041,KD TITI TINGGI,"KAMPUNG ULU PADANG BESAR (U), PADANG BESAR",02100,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-09010042,KD TITI TOK BANDAR,"JALAN SEKOLAH TITI TOK BANDAR, SERIAB",01000,PERLIS,KANGAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-02010047,KK KAMPUNG LALANG,"JALAN WENG, MUKIM SIONG, BALING",09100,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02010055,KK KUALA KETIL,KUALA KETIL,09300,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02010058,KK KUPANG,"POLIKLINIK KESIHATAN KUPANG, KUPANG",09200,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02010082,KK TAWAR,KUALA KETIL,09310,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02020061,KK LUBUK BUNTAR,JALAN SERDANG-BANDAR BAHARU,09800,KEDAH,BANDAR BAHARU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02030028,KK ALOR JANGGUS,"JALAN ALOR JAGGUS, ALOR JAGGUS",06250,KEDAH,KOTA SETAR,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02030032,KK BANDAR ALOR SETAR,"LEBUH RAYA DARULAMAN, ALOR SETAR",05100,KEDAH,KOTA SETAR,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02030045,KK JALAN PUTRA,"MEGONG, ALOR SETAR",05150,KEDAH,KOTA SETAR,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02030052,KK KOTA SARANG SEMUT,"JALAN PENDANG, KOTA SARANG SEMUT",06800,KEDAH,KOTA SETAR,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02030054,KK KUALA KEDAH,"JALAN KUALA KEDAH, KUALA KEDAH",05600,KEDAH,KOTA SETAR,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02030060,KK LANGGAR,"JALAN LANGGAR, ALOR SETAR",06500,KEDAH,KOTA SETAR,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02030075,KK SIMPANG EMPAT,"JALAN TOKAI, ALOR SETAR",06650,KEDAH,KOTA SETAR,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02030076,KK SIMPANG KUALA,"JALAN KUALA KEDAH, ALOR SETAR",06600,KEDAH,KOTA SETAR,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02030345,KK DATO' KUMBAR,"JALAN DATO' KUMBAR, ALOR SETAR",06500,KEDAH,KOTA SETAR,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02030365,KK UTC ALOR SETAR,"ARAS BWH, KOMPLEKS MBAS(CITY POINT), JALAN KOLAM AIR",05100,KEDAH,KOTA SETAR,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02030089,KK ALOR MENGKUDU,"JALAN ALOR MENGKUDU, ALOR SETAR",05100,KEDAH,KOTA SETAR,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02040030,KK TAMAN INTAN,"JALAN TAMAN INTAN, SUNGAI PETANI",08000,KEDAH,KUALA MUDA,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02040037,KK BANDAR SG. PETANI,"PEJ.KES. DAERAH KUALA MUDA, JALAN BADLISHAH, SUNGAI PETANI",08000,KEDAH,KUALA MUDA,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02040040,KK BEDONG,"JALAN SEMELING, BEDONG",08300,KEDAH,KUALA MUDA,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02040041,KK BUKIT SELAMBAU,SUNGAI PETANI,08010,KEDAH,KUALA MUDA,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02040051,KK KOTA KUALA MUDA,"JALAN KAMPUNG SUNGAI EMAS, KOTA KUALA MUDA",08500,KEDAH,KUALA MUDA,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02040067,KK MERBOK,"JALAN MERBOK-TANJUNG DAWAI, MERBOK, KUALA MUDA",08400,KEDAH,KUALA MUDA,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02040077,KK SG. LALANG,"LOT 15,16,17 & 18, TAMAN LEMBAH PERMAI, SUNGAI LALANG, BEDONG",08100,KEDAH,KUALA MUDA,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02040485,KK UTC SUNGAI PETANI,"LOT G-UTC-02, UTC SUNGAI PETANI, BANGUNAN UKIR SQUARE, JALAN KUALA KETIL",08000,KEDAH,KUALA MUDA,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02050029,KK AYER HITAM,AYER HITAM,06150,KEDAH,KUBANG PASU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02050049,KK KEPALA BATAS,KEPALA BATAS,62000,KEDAH,KUBANG PASU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02050059,KK LAKA TEMIN,BUKIT KAYU HITAM,06050,KEDAH,KUBANG PASU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02050083,KK TUNJANG,"JALAN KODIANG, JITRA",06000,KEDAH,KUBANG PASU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02050491,KK NAPOH,"KLINIK KESIHATAN NAPOH, JITRA",06000,KEDAH,KUBANG PASU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02060048,KK KARANGAN,"JALAN MAHANG, KARANGAN",09700,KEDAH,KULIM,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02060057,KK KULIM,"JALAN HOSPITAL LAMA, KULIM",09000,KEDAH,KULIM,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02060063,KK LUNAS,"JALAN ARA KUDA, LUNAS",09600,KEDAH,KULIM,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02060064,KK MAHANG,"JALAN MAHANG, KULIM",09800,KEDAH,KULIM,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02060066,KK MERBAU PULAS,"JALAN KUALA KETIL, KULIM",09410,KEDAH,KULIM,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02060070,KK PADANG SERAI,"JALAN LUNAS, PADANG SERAI",09400,KEDAH,KULIM,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02060081,KK TAMAN SELASIH,"LOT 3302, TAMAN SELASIH, KULIM",09000,KEDAH,KULIM,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02070027,KK AIR HANGAT,"JALAN AIR HANGAT, LANGKAWI",07000,KEDAH,LANGKAWI,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02070053,KK KUAH,"JALAN AIR HANGAT, LANGKAWI",07000,KEDAH,LANGKAWI,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02070301,KK TEMONYONG,"MUKIM KEDAWANG, LANGKAWI",07000,KEDAH,LANGKAWI,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02080239,KK PEDU,KUALA NERANG,06300,KEDAH,PADANG TERAP,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02090072,KK PENDANG,"JALAN SUNGAI TIANG, PENDANG",06700,KEDAH,PENDANG,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02090079,KK SUNGAI TIANG,"SUNGAI TIANG, PENDANG",06720,KEDAH,PENDANG,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02090056,KK KUBUR PANJANG,"KUBUR PANJANG, PENDANG",06760,KEDAH,PENDANG,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02100046,KK JENIANG,"JALAN JENIANG, JENIANG SIK",08700,KEDAH,SIK,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02100154,KK KAMPUNG BETONG,"KAMPUNG BETONG, MUKIM JENERI, SIK",08200,KEDAH,SIK,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02100135,KK TELOI TIMUR,"TELOI TIMUR, SIK",09300,KEDAH,SIK,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02100044,KK GULAU,"JALAN GULAU NAMI, SIK",08210,KEDAH,SIK,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02110242,KK PERMATANG BULUH,"PERMATANG BULUH, KOTA SARANG SEMUT",06900,KEDAH,YAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02110043,KK GUAR CHEMPEDAK,"JALAN ALOR SETAR GURUN, GUAR CAMPAK",08800,KEDAH,YAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02120313,KK TUALANG,"KAMPUNG KERIAN, JALAN TUKANG, MUKIM TUALANG",06400,KEDAH,POKOK SENA,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02040359,KKOM LEMBAH BUJANG INDAH,"NO 25A, (TINGKAT BAWAH) JALAN LEMBAH BUJANG INDAH, TAMAN LEMBAH BUJANG INDAH, BEDONG, KEDAH",08100,KEDAH,KUALA MUDA,BUKA,AWAM,KLINIK,KLINIK KOMUNITI
21-02040367,KKOM TAMAN RIA JAYA,"NO. 9, JALAN KUDA KEPANG 1/1A, TAMAN RIA JAYA",08000,KEDAH,KUALA MUDA,BUKA,AWAM,KLINIK,KLINIK KOMUNITI
21-02040490,KKOM GURUN,"28G, JALAN RAYA, GURUN",08300,KEDAH,KUALA MUDA,BUKA,AWAM,KLINIK,KLINIK KOMUNITI
21-02010090,KD ASAM JAWA,ASAM JAWA,09100,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK DESA
21-02010150,KD BADANG,"BADANG, MALAU",09310,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK DESA
21-02010096,KD BANDAR,JALAN WENG,09100,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK DESA
21-02010101,KD BATU 8,BATU 8,09100,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK DESA
21-02010108,KD BELIDA,"BELIDA, KUALA KETIL",09300,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK DESA
21-02010155,KD BINJUL LUAR,"BINJUL LUAR, KUALA KETIL",09310,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK DESA
21-02010113,KD BONGOR,JALAN WENG,09100,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK DESA
21-02010130,KD CHAROK KELIAN,CHAROK KELIAN,09100,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK DESA
21-02010166,KD KAMPUNG PADANG,KAMPUNG PADANG,09100,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK DESA
21-02010171,KD KAMPUNG PISANG,KAMPUNG PISANG,09200,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK DESA
21-02010186,KD KEJAI BARU,"KEJAI BARU, KUALA KETIL",09020,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK DESA
21-02010200,KD KUALA KUANG,KUALA KUANG,09200,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK DESA
21-02010201,KD KUALA MERAH,"KUALA MERAH, KUALA KETIL",09300,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK DESA
21-02010202,KD KUALA PEGANG,KUALA PEGANG,09310,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK DESA
21-02010163,KD MACHANG BUBUK,MACANG BUBUK,09310,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK DESA
21-02010237,KD PAYA BESAR,"PAYA BESAR, KUALA KETIL",09300,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK DESA
21-02010249,KD PULAI,PEKAN PULAI,09100,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK DESA
21-02010252,KD RAMBONG,BATU TUJUH,09100,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK DESA
21-02010179,KD SEPUTIH,"SI PUTIH, MALAU",09310,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK DESA
21-02010272,KD SUNGAI LIMAU,KUALA KUANG,09200,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK DESA
21-02010278,KD SUNGAI TAWAR,KAMPUNG SUNGAI TAWAR,09310,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK DESA
21-02010292,KD TELOI KANAN (FELDA),"TELOI KANAN, KUALA KETIL",09300,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK DESA
21-02010295,KD TELOK SERA,KAMPUNG DESA TELOK SERA,09100,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK DESA
21-02010296,KD TELOK SUNGAI DURIAN,KAMPUNG DESA TELOK SUNGAI DURIAN,09100,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK DESA
21-02010297,KD TELOK TEDURI,KAMPUNG DESA TELOK TEDURI,09100,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK DESA
21-02010298,KD TELOK TEMELAH,JALAN WENG,09100,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK DESA
21-02010183,KD TIAK,KAMPUNG TIAK,09200,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK DESA
21-02010315,KD ULU BAKAI,"ULU BAKAI, KUALA KETIL",09020,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK DESA
21-02010318,KD WENG,JALAN WENG,09100,KEDAH,BALING,BUKA,AWAM,KLINIK,KLINIK DESA
21-02020094,KD BAGAN SAMAK,"BAGAN SAMAK, BANDAR BAHARU",34950,KEDAH,BANDAR BAHARU,BUKA,AWAM,KLINIK,KLINIK DESA
21-02020236,KD PARIT NIBONG,"JALAN SERDANG, BANDAR BAHARU",34950,KEDAH,BANDAR BAHARU,BUKA,AWAM,KLINIK,KLINIK DESA
21-02020244,KD PERMATANG KERAT TELUNJUK,"JALAN SERDANG, BANDAR BAHARU",34950,KEDAH,BANDAR BAHARU,BUKA,AWAM,KLINIK,KLINIK DESA
21-02020253,KD RELAU,"JALAN KAMPUNG PADANG, BANDAR BAHARU",14300,KEDAH,BANDAR BAHARU,BUKA,AWAM,KLINIK,KLINIK DESA
21-02020256,KK JALAN SELAMA,"SELAMA, SERDANG",09800,KEDAH,BANDAR BAHARU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-02020258,KD SERIBU RELONG,"JALAN TENGAS, SERDANG",09800,KEDAH,BANDAR BAHARU,BUKA,AWAM,KLINIK,KLINIK DESA
21-02020264,KD SUNGAI BATU,"JALAN SUNGAI BATU, SERDANG",09801,KEDAH,BANDAR BAHARU,BUKA,AWAM,KLINIK,KLINIK DESA
21-02020267,KD SUNGAI KECIL ILIR,"JALAN SEKOLAH SUNGAI KECIL ILIR, BANDAR BAHARU",14300,KEDAH,BANDAR BAHARU,BUKA,AWAM,KLINIK,KLINIK DESA
21-02020277,KD SUNGAI TAKA,"JALAN MAHANG, SERDANG",09800,KEDAH,BANDAR BAHARU,BUKA,AWAM,KLINIK,KLINIK DESA
21-02030123,KD BUKIT PINANG,"NO. 129, JALAN BUKIT PINANG, ALOR SETAR",06200,KEDAH,KOTA SETAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-02030140,KD GUNUNG KERIANG,"MUKIM GUNUNG, ALOR SETAR",06750,KEDAH,KOTA SETAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-02030143,KD HUTAN KAMPUNG,"JALAN HUTAN KAMPUNG, MUKIM HUTAN KAMPUNG, ALOR SETAR",05350,KEDAH,KOTA SETAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-02030198,KD KANGKONG,"KAMPUNG KUALA KANGKONG, MUKIM KANGKONG, ALOR SETAR",06650,KEDAH,KOTA SETAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-02030199,KD KUALA KEDAH,"JALAN KUALA KEDAH, ALOR SETAR",05600,KEDAH,KOTA SETAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-02030205,KD KUBANG JAWI,"JALAN ALOR JANGGUS, MUKIM PADANG HANG, ALOR SETAR",06250,KEDAH,KOTA SETAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-02030207,KD KUBANG ROTAN,"KAMPUNG KUBANG ROTAN, MUKIM KUBANG ROTAN, ALOR SETAR",06250,KEDAH,KOTA SETAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-02030212,KD LENGKUAS,"KAMPUNG LENGKUAS, MUKIM LENGKUAS, ALOR SETAR",05400,KEDAH,KOTA SETAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-02030213,KD LEPAI,"MUKIM LEPAI, LANGGAR, ALOR SETAR",05350,KEDAH,KOTA SETAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-02030259,KD PADANG HANG,"JALAN SIMPANG 3 PADANG HANG, ALOR SETAR",06570,KEDAH,KOTA SETAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-02030255,KD SEBERANG KOTA,"JALAN KUALA KEDAH, ALOR SETAR",06600,KEDAH,KOTA SETAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-02030262,KD SUKA MENANTI,"KAMPUNG SUKA MENANTI, MUKIM PUMPONG, ALOR SETAR",05150,KEDAH,KOTA SETAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-02030263,KD SUNGAI BARU,"KAMPUNG SUNGAI BARU TENGAH, MUKIM SUNGAI BARU",05100,KEDAH,KOTA SETAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-02030283,KD TAJAR,"JALAN DATUK KUMBAR, ALOR SETAR",06500,KEDAH,KOTA SETAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-02030286,KD TANDOP,"NO.18, JALAN TELUK BAGAN, BATU 3, ALOR SETAR",05400,KEDAH,KOTA SETAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-02030290,KD TEBENGAU,"MUKIM TEBANGAU, ALOR SETAR",06600,KEDAH,KOTA SETAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-02030291,KD TELAGA MAS,"KAMPUNG KERANJI, MUKIM TELAGA MAS, ALOR SETAR",06400,KEDAH,KOTA SETAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-02030293,KD TELOK KECHAI,"JALAN YAN, ALOR SETAR",06600,KEDAH,KOTA SETAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-02030306,KD TITI HAJI IDRIS,"KAMPUNG ALOR TEBUAN, MUKIM TAJAR, ALOR SETAR",05350,KEDAH,KOTA SETAR,BUKA,AWAM,KLINIK,KLINIK DESA
21-02040095,KD BAN MERBOK,"BAN MERBOK, MERBOK",08400,KEDAH,KUALA MUDA,BUKA,AWAM,KLINIK,KLINIK DESA
21-02040099,KD BATU 3 GURUN,"JALAN JENIANG, GURUN",08300,KEDAH,KUALA MUDA,BUKA,AWAM,KLINIK,KLINIK DESA
21-02040102,KD BATU 9,"BATU 9, JALAN JENIANG, GURUN",08300,KEDAH,KUALA MUDA,BUKA,AWAM,KLINIK,KLINIK DESA
21-02040103,KD BATU BELACAN,"BATU BELACAN, KUALA KETIL",08010,KEDAH,KUALA MUDA,BUKA,AWAM,KLINIK,KLINIK DESA
21-02040105,KD BATU LINTANG,"BATU LINTANG SIMPOR, TIKAM BATU",08600,KEDAH,KUALA MUDA,BUKA,AWAM,KLINIK,KLINIK DESA
21-02040115,KD BUJANG,"KAMPUNG BUJANG, MERBOK",08400,KEDAH,KUALA MUDA,BUKA,AWAM,KLINIK,KLINIK DESA
21-02040121,KD BUKIT MERIAM,"KAMPUNG BUKIT MERIAM, KOTA KUALA MUDA",08500,KEDAH,KUALA MUDA,BUKA,AWAM,KLINIK,KLINIK DESA
21-02040203,KD KUALA SIN,"KUALA SIN, KUALA SIN, SUNGAI PETANI",08010,KEDAH,KUALA MUDA,BUKA,AWAM,KLINIK,KLINIK DESA
